ts,event_name,user_pseudo_id,session_key,page_path,transaction_id,value,currency,item_id,item_name,price,quantity
2026-01-27 20:19:46.335682 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:19:44.719047 UTC,begin_checkout,531065886.1769545,531065886.1769545136-1769545135,/checkout,,,,,,,
2026-01-27 20:19:42.110735 UTC,select_item,531065886.1769545,531065886.1769545136-1769545135,/,,,,3.0,Product 3,24.0,1.0
2026-01-27 20:19:42.110735 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 20:19:42.110735 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 20:19:31.644243 UTC,select_item,1945247775.1769545,1945247775.1769545169-1769545168,/,,,,4.0,Product 4,9.75,1.0
2026-01-27 20:19:31.644243 UTC,view_item,1945247775.1769545,1945247775.1769545169-1769545168,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:19:31.644243 UTC,view_item,1945247775.1769545,1945247775.1769545169-1769545168,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:19:29.608419 UTC,select_item,531065886.1769545,531065886.1769545136-1769545135,/,,,,13.0,Product 13,19.0,1.0
2026-01-27 20:19:29.608419 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 20:19:29.608419 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 20:19:19.650985 UTC,purchase,531065886.1769545,531065886.1769545136-1769545135,/checkout,65f1359a-5175-4722-b4f5-4a7e9d678b42,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:19:18.159149 UTC,begin_checkout,531065886.1769545,531065886.1769545136-1769545135,/checkout,,,,,,,
2026-01-27 20:19:15.894721 UTC,select_item,531065886.1769545,531065886.1769545136-1769545135,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 20:19:15.894721 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:19:15.894721 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:19:00.816905 UTC,select_item,531065886.1769545,531065886.1769545136-1769545135,/,,,,2.0,Product 2,18.5,1.0
2026-01-27 20:19:00.816905 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 20:19:00.816905 UTC,view_item,531065886.1769545,531065886.1769545136-1769545135,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 20:18:56.209828 UTC,select_item,654986678.1769545,654986678.1769545059-1769545059,/,,,,16.0,Product 16,14.0,1.0
2026-01-27 20:18:56.209828 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:18:56.209828 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:18:41.990722 UTC,select_item,654986678.1769545,654986678.1769545059-1769545059,/,,,,7.0,Product 7,21.0,1.0
2026-01-27 20:18:41.990722 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 20:18:41.990722 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 20:18:37.558037 UTC,add_to_cart,654986678.1769545,654986678.1769545059-1769545059,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 20:18:34.462437 UTC,select_item,654986678.1769545,654986678.1769545059-1769545059,/,,,,6.0,Product 6,15.25,1.0
2026-01-27 20:18:34.462437 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 20:18:34.462437 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 20:18:23.277246 UTC,add_to_cart,654986678.1769545,654986678.1769545059-1769545059,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:18:21.010854 UTC,select_item,654986678.1769545,654986678.1769545059-1769545059,/,,,,16.0,Product 16,14.0,1.0
2026-01-27 20:18:21.010854 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:18:21.010854 UTC,view_item,654986678.1769545,654986678.1769545059-1769545059,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:15:58.033603 UTC,add_to_cart,12478767.176954497,12478767.1769544950-1769544949,/product/2,,74.0,USD,2.0,Product 2,18.5,4.0
2026-01-27 20:15:54.323464 UTC,select_item,12478767.176954497,12478767.1769544950-1769544949,/,,,,2.0,Product 2,18.5,1.0
2026-01-27 20:15:54.323464 UTC,view_item,12478767.176954497,12478767.1769544950-1769544949,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 20:15:54.323464 UTC,view_item,12478767.176954497,12478767.1769544950-1769544949,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 20:15:22.085359 UTC,add_to_cart,768845185.1769545,768845185.1769544890-1769544890,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:15:19.600581 UTC,select_item,768845185.1769545,768845185.1769544890-1769544890,/,,,,16.0,Product 16,14.0,1.0
2026-01-27 20:15:19.600581 UTC,view_item,768845185.1769545,768845185.1769544890-1769544890,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:15:19.600581 UTC,view_item,768845185.1769545,768845185.1769544890-1769544890,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:15:01.757876 UTC,add_to_cart,768845185.1769545,768845185.1769544890-1769544890,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:14:59.421851 UTC,select_item,768845185.1769545,768845185.1769544890-1769544890,/,,,,4.0,Product 4,9.75,1.0
2026-01-27 20:14:59.421851 UTC,view_item,768845185.1769545,768845185.1769544890-1769544890,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:14:59.421851 UTC,view_item,768845185.1769545,768845185.1769544890-1769544890,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:13:55.257002 UTC,add_to_cart,1511642354.1769545,1511642354.1769544825-1769544825,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 20:13:48.621534 UTC,select_item,1511642354.1769545,1511642354.1769544825-1769544825,/,,,,5.0,Product 5,34.99,1.0
2026-01-27 20:13:48.621534 UTC,view_item,1511642354.1769545,1511642354.1769544825-1769544825,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 20:13:48.621534 UTC,view_item,1511642354.1769545,1511642354.1769544825-1769544825,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 20:13:42.020303 UTC,begin_checkout,672546008.1769545,672546008.1769544707-1769544706,/checkout,,,,,,,
2026-01-27 20:13:39.101512 UTC,select_item,672546008.1769545,672546008.1769544707-1769544706,/,,,,4.0,Product 4,9.75,1.0
2026-01-27 20:13:39.101512 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:13:39.101512 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:12:53.795891 UTC,select_item,672546008.1769545,672546008.1769544707-1769544706,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 20:12:53.795891 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:12:53.795891 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:12:44.218371 UTC,select_item,1731903835.1769545,1731903835.1769544727-1769544727,/,,,,16.0,Product 16,14.0,1.0
2026-01-27 20:12:44.218371 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:12:44.218371 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 20:12:39.349277 UTC,begin_checkout,1731903835.1769545,1731903835.1769544727-1769544727,/checkout,,,,,,,
2026-01-27 20:12:37.402849 UTC,select_item,672546008.1769545,672546008.1769544707-1769544706,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 20:12:37.402849 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 20:12:37.402849 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 20:12:36.941772 UTC,select_item,1731903835.1769545,1731903835.1769544727-1769544727,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 20:12:36.941772 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:12:36.941772 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:12:31.254484 UTC,select_item,1731903835.1769545,1731903835.1769544727-1769544727,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 20:12:31.254484 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:12:31.254484 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:12:23.875662 UTC,select_item,1731903835.1769545,1731903835.1769544727-1769544727,/,,,,9.0,Product 9,11.5,1.0
2026-01-27 20:12:23.875662 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 20:12:23.875662 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 20:12:15.668451 UTC,select_item,1731903835.1769545,1731903835.1769544727-1769544727,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 20:12:15.668451 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:12:15.668451 UTC,view_item,1731903835.1769545,1731903835.1769544727-1769544727,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:11:51.041034 UTC,select_item,672546008.1769545,672546008.1769544707-1769544706,/,,,,10.0,Product 10,22.0,1.0
2026-01-27 20:11:51.041034 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 20:11:51.041034 UTC,view_item,672546008.1769545,672546008.1769544707-1769544706,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 20:10:50.212030 UTC,begin_checkout,1963757053.1769545,1963757053.1769544642-1769544642,/checkout,,,,,,,
2026-01-27 20:10:47.255804 UTC,select_item,1963757053.1769545,1963757053.1769544642-1769544642,/,,,,3.0,Product 3,24.0,1.0
2026-01-27 20:10:47.255804 UTC,view_item,1963757053.1769545,1963757053.1769544642-1769544642,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 20:10:47.255804 UTC,view_item,1963757053.1769545,1963757053.1769544642-1769544642,/product/3,,24.0,USD,3.0,Product 3,24.0,1.0
2026-01-27 20:10:23.562630 UTC,begin_checkout,1826593798.1769545,1826593798.1769544600-1769544599,/checkout,,,,,,,
2026-01-27 20:10:20.480738 UTC,select_item,1826593798.1769545,1826593798.1769544600-1769544599,/,,,,2.0,Product 2,18.5,1.0
2026-01-27 20:10:20.480738 UTC,view_item,1826593798.1769545,1826593798.1769544600-1769544599,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 20:10:20.480738 UTC,view_item,1826593798.1769545,1826593798.1769544600-1769544599,/product/2,,18.5,USD,2.0,Product 2,18.5,1.0
2026-01-27 20:10:08.132808 UTC,select_item,1826593798.1769545,1826593798.1769544600-1769544599,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 20:10:08.132808 UTC,view_item,1826593798.1769545,1826593798.1769544600-1769544599,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 20:10:08.132808 UTC,view_item,1826593798.1769545,1826593798.1769544600-1769544599,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 20:06:17.119435 UTC,select_item,947964288.1769544,947964288.1769544368-1769544368,/,,,,6.0,Product 6,15.25,1.0
2026-01-27 20:06:17.119435 UTC,view_item,947964288.1769544,947964288.1769544368-1769544368,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 20:06:17.119435 UTC,view_item,947964288.1769544,947964288.1769544368-1769544368,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 20:01:10.968140 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,4.0,Product 4,9.75,1.0
2026-01-27 20:01:10.968140 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:01:10.968140 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:01:02.750336 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 20:01:02.750336 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:01:02.750336 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 20:00:56.144768 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,17.0,Product 17,25.0,1.0
2026-01-27 20:00:56.144768 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 20:00:56.144768 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 20:00:50.110006 UTC,begin_checkout,1712912575.1769516,1712912575.1769517746-1769543575,/checkout,,,,,,,
2026-01-27 20:00:47.746552 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,5.0,Product 5,34.99,1.0
2026-01-27 20:00:47.746552 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 20:00:47.746552 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/5,,34.99,USD,5.0,Product 5,34.99,1.0
2026-01-27 20:00:33.315682 UTC,add_to_cart,810501218.1769543,810501218.1769543868-1769543868,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:00:31.588377 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 20:00:31.588377 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 20:00:31.588377 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 20:00:31.175042 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 20:00:31.175042 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:00:31.175042 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:00:14.524911 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 20:00:14.524911 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:00:14.524911 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 20:00:10.316670 UTC,purchase,1712912575.1769516,1712912575.1769517746-1769543575,/checkout,192072b1-45f6-4d49-9dd8-48c5135b667b,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 20:00:10.316535 UTC,begin_checkout,1712912575.1769516,1712912575.1769517746-1769543575,/checkout,,,,,,,
2026-01-27 20:00:07.658111 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,17.0,Product 17,25.0,1.0
2026-01-27 20:00:07.658111 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 20:00:07.658111 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/17,,25.0,USD,17.0,Product 17,25.0,1.0
2026-01-27 20:00:04.168366 UTC,begin_checkout,1712912575.1769516,1712912575.1769517746-1769543575,/checkout,,,,,,,
2026-01-27 20:00:04.168122 UTC,purchase,1712912575.1769516,1712912575.1769517746-1769543575,/checkout,8ff144ec-7231-414a-909e-94452fdfc7c7,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 20:00:01.203877 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 20:00:01.203877 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 20:00:01.203877 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 19:59:46.593320 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 19:59:46.593320 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 19:59:46.593320 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 19:59:43.670838 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 19:59:43.670838 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 19:59:43.670838 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 19:59:38.706739 UTC,add_to_cart,1712912575.1769516,1712912575.1769517746-1769543575,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 19:59:38.569380 UTC,select_item,2013144899.176952,2013144899.1769517745-1769541640,/,,,,10.0,Product 10,22.0,1.0
2026-01-27 19:59:38.569380 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 19:59:38.569380 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/10,,22.0,USD,10.0,Product 10,22.0,1.0
2026-01-27 19:59:34.672781 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,4.0,Product 4,9.75,1.0
2026-01-27 19:59:34.672781 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 19:59:34.672781 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/4,,9.75,USD,4.0,Product 4,9.75,1.0
2026-01-27 19:59:26.618661 UTC,select_item,2013144899.176952,2013144899.1769517745-1769541640,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 19:59:26.618661 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 19:59:26.618661 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 19:59:26.551512 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,9.0,Product 9,11.5,1.0
2026-01-27 19:59:26.551512 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 19:59:26.551512 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/9,,11.5,USD,9.0,Product 9,11.5,1.0
2026-01-27 19:59:12.222968 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,13.0,Product 13,19.0,1.0
2026-01-27 19:59:12.222968 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 19:59:12.222968 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 19:59:09.138225 UTC,add_to_cart,810501218.1769543,810501218.1769543868-1769543868,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 19:59:05.589614 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,7.0,Product 7,21.0,1.0
2026-01-27 19:59:05.589614 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 19:59:05.589614 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/7,,21.0,USD,7.0,Product 7,21.0,1.0
2026-01-27 19:58:56.519235 UTC,select_item,2013144899.176952,2013144899.1769517745-1769541640,/,,,,6.0,Product 6,15.25,1.0
2026-01-27 19:58:56.519235 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 19:58:56.519235 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/6,,15.25,USD,6.0,Product 6,15.25,1.0
2026-01-27 19:58:54.025373 UTC,begin_checkout,810501218.1769543,810501218.1769543868-1769543868,/checkout,,,,,,,
2026-01-27 19:58:51.308472 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 19:58:51.308472 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 19:58:51.308472 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 19:58:46.782852 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,12.0,Product 12,29.0,1.0
2026-01-27 19:58:46.782852 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 19:58:46.782852 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/12,,29.0,USD,12.0,Product 12,29.0,1.0
2026-01-27 19:58:40.497147 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,1.0,Product 1,12.99,1.0
2026-01-27 19:58:40.497147 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 19:58:40.497147 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/1,,12.99,USD,1.0,Product 1,12.99,1.0
2026-01-27 19:58:30.175074 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 19:58:30.175074 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 19:58:30.175074 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 19:58:26.580460 UTC,select_item,2013144899.176952,2013144899.1769517745-1769541640,/,,,,16.0,Product 16,14.0,1.0
2026-01-27 19:58:26.580460 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 19:58:26.580460 UTC,view_item,2013144899.176952,2013144899.1769517745-1769541640,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 19:58:24.701813 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 19:58:24.701813 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 19:58:24.701813 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 19:58:12.894918 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,14.0,Product 14,8.99,1.0
2026-01-27 19:58:12.894918 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 19:58:12.894918 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/14,,8.99,USD,14.0,Product 14,8.99,1.0
2026-01-27 19:58:06.715712 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,16.0,Product 16,14.0,1.0
2026-01-27 19:58:06.715712 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 19:58:06.715712 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
2026-01-27 19:58:03.976362 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,13.0,Product 13,19.0,1.0
2026-01-27 19:58:03.976362 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 19:58:03.976362 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/13,,19.0,USD,13.0,Product 13,19.0,1.0
2026-01-27 19:57:57.109027 UTC,select_item,810501218.1769543,810501218.1769543868-1769543868,/,,,,15.0,Product 15,39.0,1.0
2026-01-27 19:57:57.109027 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 19:57:57.109027 UTC,view_item,810501218.1769543,810501218.1769543868-1769543868,/product/15,,39.0,USD,15.0,Product 15,39.0,1.0
2026-01-27 19:57:53.530517 UTC,select_item,1712912575.1769516,1712912575.1769517746-1769543575,/,,,,16.0,Product 16,14.0,1.0
2026-01-27 19:57:53.530517 UTC,view_item,1712912575.1769516,1712912575.1769517746-1769543575,/product/16,,14.0,USD,16.0,Product 16,14.0,1.0
